C601,C602,R019-0201,R019-0202,R019-0203,R019-0204,R019-0205,R019-0206
2024,P10,PEGASO PCS SA de CV,NA,NA,NA,NA,9756048
2024,P11,PEGASO PCS SA de CV,NA,NA,NA,NA,11365220
2024,P12,PEGASO PCS SA de CV,NA,NA,NA,NA,10786491
2024,P10,LEVEL SMS S.A. de C.V.,NA,NA,NA,NA,10283277
2024,P11,LEVEL SMS S.A. de C.V.,NA,NA,NA,NA,11391468
2024,P12,LEVEL SMS S.A. de C.V.,NA,NA,NA,NA,9698874
2024,P10,MOBILE SERVICES CLOUD,NA,NA,NA,NA,365655
2024,P11,MOBILE SERVICES CLOUD,NA,NA,NA,NA,1032731
2024,P12,MOBILE SERVICES CLOUD,NA,NA,NA,NA,624125
2024,P10,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,2504933
2024,P11,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,1662191
2024,P12,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,1843837
2024,P12,SINCH MEXICO,NA,NA,NA,NA,1234978
