C601,C602,R019-0101,R019-0102,R019-0103,R019-0104,R019-0105,R019-0106
2024,P07,PEGASO PCS,NA,NA,NA,NA,-1816040.19
2024,P08,PEGASO PCS,NA,NA,NA,NA,1388000.5
2024,P09,PEGASO PCS,NA,NA,NA,NA,1011055.3
2024,P07,LEVEL SMS S.A. de C.V.,NA,NA,NA,NA,1124674
2024,P08,LEVEL SMS S.A. de C.V.,NA,NA,NA,NA,1144858.2
2024,P09,LEVEL SMS S.A. de C.V.,NA,NA,NA,NA,1096155.5
2024,P07,MOBILE SERVICES CLOUD,NA,NA,NA,NA,194293.34
2024,P08,MOBILE SERVICES CLOUD,NA,NA,NA,NA,133455.93
2024,P09,MOBILE SERVICES CLOUD,NA,NA,NA,NA,103021.21
2024,P07,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,271360.60
2024,P08,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,362791.79
2024,P09,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,365683.73
