C601,C602,R019-0101,R019-0102,R019-0103,R019-0104,R019-0105,R019-0106
2024,P01,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,1343897.14
2024,P02,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,869332.94
2024,P03,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,1557044.14
2024,P01,MOBILE SERVICES CLOUD,NA,NA,NA,NA,7856.04
2024,P02,MOBILE SERVICES CLOUD,NA,NA,NA,NA,2556.97
2024,P03,MOBILE SERVICES CLOUD,NA,NA,NA,NA,2133.23
2024,P01,PEGASO PCS,NA,NA,NA,NA,4140091.23
2024,P02,PEGASO PCS,NA,NA,NA,NA,3270515.81
2024,P03,PEGASO PCS,NA,NA,NA,NA,3271388.45
2024,P01,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,104945.73
2024,P02,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,41341.29
2024,P03,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,494998.15
