C601,C602,R019-0201,R019-0202,R019-0203,R019-0204,R019-0205,R019-0206
2024,P01,PEGASO PCS,NA,NA,NA,NA,27910001
2024,P02,PEGASO PCS,NA,NA,NA,NA,26804065
2024,P03,PEGASO PCS,NA,NA,NA,NA,26530271
2024,P01,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,7158640
2024,P02,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,6599667
2024,P03,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,9329528
2024,P01,MOBILE SERVICES CLOUD,NA,NA,NA,NA,46212
2024,P02,MOBILE SERVICES CLOUD,NA,NA,NA,NA,15041
2024,P03,MOBILE SERVICES CLOUD,NA,NA,NA,NA,12548
2024,P01,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,457571
2024,P02,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,1144546
2024,P03,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,1026697
