C601,C602,R019-0101,R019-0102,R019-0103,R019-0104,R019-0105,R019-0106
2023,P01,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,1528768.8
2023,P02,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,1447226.25
2023,P03,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,1816412
2023,P01,PEGASO PCS,NA,NA,NA,NA,2894937.26
2023,P02,PEGASO PCS,NA,NA,NA,NA,2331140.1
2023,P03,PEGASO PCS,NA,NA,NA,NA,3068478.68
2023,P01,SINCH MÉXICO,NA,NA,NA,NA,154576.32
2023,P02,SINCH MÉXICO,NA,NA,NA,NA,72013.4
2023,P03,SINCH MÉXICO,NA,NA,NA,NA,123587.89
2023,P01,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,46040.44
2023,P02,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,54717.15
2023,P03,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,76145.49
