C601,C602,R019-0201,R019-0202,R019-0203,R019-0204,R019-0205,R019-0206
2023,P04,Tecnologías Romber SA de CV,NA,NA,NA,NA,387911
2023,P05,Tecnologías Romber SA de CV,NA,NA,NA,NA,374100
2023,P06,Tecnologías Romber SA de CV,NA,NA,NA,NA,362872
2023,P04,LEVEL SMS SA DE CV,NA,NA,NA,NA,10573422
2023,P05,LEVEL SMS SA DE CV,NA,NA,NA,NA,10045881
2023,P06,LEVEL SMS SA DE CV,NA,NA,NA,NA,9639515
2023,P04,CYCLELOGIC DE MEXICO S DE RL DE CV,NA,NA,NA,NA,583500
2023,P05,CYCLELOGIC DE MEXICO S DE RL DE CV,NA,NA,NA,NA,653600
2023,P04,PEGASO PCS SA de CV,NA,NA,NA,NA,13632150
2023,P05,PEGASO PCS SA de CV,NA,NA,NA,NA,14943014
2023,P06,PEGASO PCS SA de CV,NA,NA,NA,NA,25006191
