C601,C602,R019-0101,R019-0102,R019-0103,R019-0104,R019-0105,R019-0106
2023,P04,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,1588154.85
2023,P05,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,1797745.34
2023,P06,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,1288902.44
2023,P04,PEGASO PCS,NA,NA,NA,NA,2501207.2
2023,P05,PEGASO PCS,NA,NA,NA,NA,3739406.81
2023,P06,PEGASO PCS,NA,NA,NA,NA,3204412.14
2023,P04,SINCH MÉXICO,NA,NA,NA,NA,9801.97
2023,P05,SINCH MÉXICO,NA,NA,NA,NA,209585.47
2023,P04,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,66075.19
2023,P05,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,61796.18
2023,P06,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,64317.15
