C601,C602,R019-0101,R019-0102,R019-0103,R019-0104,R019-0105,R019-0106
2023,P10,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,1697499.1
2023,P11,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,1585127.74
2023,P12,LEVEL SMS S.A DE C.V,NA,NA,NA,NA,1770032.06
2023,P12,MOBILE SERVICES CLOUD,NA,NA,NA,NA,1293.7
2023,P10,PEGASO PCS,NA,NA,NA,NA,3013974.82
2023,P11,PEGASO PCS,NA,NA,NA,NA,2804010.97
2023,P12,PEGASO PCS,NA,NA,NA,NA,2865996.88
2023,P10,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,146651.25
2023,P11,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,168760.46
2023,P12,Tecnologías Romber S.A. de C.V.,NA,NA,NA,NA,133730.63
