C601,C602,R019-0201,R019-0202,R019-0203,R019-0204,R019-0205,R019-0206
2023,P10,Tecnologías Romber SA de CV,NA,NA,NA,NA,881586
2023,P11,Tecnologías Romber SA de CV,NA,NA,NA,NA,879457
2023,P12,Tecnologías Romber SA de CV,NA,NA,NA,NA,833865
2023,P10,LEVEL SMS SA DE CV,NA,NA,NA,NA,10665219
2023,P11,LEVEL SMS SA DE CV,NA,NA,NA,NA,11396963
2023,P12,LEVEL SMS SA DE CV,NA,NA,NA,NA,10337250
2023,P11,MOBILE SERVICES CLOUD,NA,NA,NA,NA,68
2023,P10,PEGASO PCS SA de CV,NA,NA,NA,NA,25195530
2023,P11,PEGASO PCS SA de CV,NA,NA,NA,NA,27348391
2023,P12,PEGASO PCS SA de CV,NA,NA,NA,NA,24037747
